Column1;Column2;Column3;Column4;Column5;Column6;Column7;Column8
400;15/07/2010 12:51;686900;57241;72;VERDADERO;240;VERDADERO
401;11/03/1997 1:02;567600;47300;78;VERDADERO;450;FALSO
402;15/09/2005 7:39;519400;43283;21;VERDADERO;280;FALSO
403;20/07/1995 23:06;737600;61466;45;VERDADERO;280;VERDADERO
404;02/12/1996 5:56;236700;19725;75;VERDADERO;10;FALSO
405;09/01/2001 15:23;145700;12141;50;VERDADERO;240;FALSO
406;04/06/1996 16:00;732500;61041;99;VERDADERO;10;VERDADERO
407;02/08/1998 5:07;552000;46000;77;FALSO;460;FALSO
408;21/02/1998 16:57;300900;25075;50;VERDADERO;40;VERDADERO
409;17/10/2010 16:44;337100;28091;35;VERDADERO;100;FALSO
410;02/03/2010 0:22;937700;78141;17;VERDADERO;470;VERDADERO
411;13/09/1994 11:55;787400;65616;44;VERDADERO;190;FALSO
412;12/01/1992 18:22;111600;9300;54;FALSO;170;VERDADERO
413;19/12/2005 8:55;584300;48691;51;VERDADERO;120;VERDADERO
414;23/12/1998 1:48;634600;52883;86;VERDADERO;90;FALSO
415;05/05/1990 10:11;704000;58666;71;FALSO;200;FALSO
416;10/08/1990 16:09;463900;38658;75;VERDADERO;120;FALSO
417;13/12/2007 18:16;507800;42316;15;FALSO;130;VERDADERO
418;08/08/1995 3:12;412700;34391;91;FALSO;370;VERDADERO
419;18/03/1995 21:09;764200;63683;35;VERDADERO;40;FALSO
420;14/05/1993 7:06;809900;67491;74;FALSO;220;FALSO
421;07/04/1999 3:24;840000;70000;21;FALSO;330;VERDADERO
422;22/01/2005 21:56;785900;65491;67;FALSO;190;FALSO
423;07/07/1996 20:12;536200;44683;24;VERDADERO;350;VERDADERO
424;20/08/2011 23:30;797700;66475;18;FALSO;310;FALSO
425;28/04/2004 0:06;879700;73308;72;FALSO;70;FALSO
426;27/06/1993 11:15;820400;68366;21;VERDADERO;350;VERDADERO
427;02/01/2010 8:53;354700;29558;88;VERDADERO;10;FALSO
428;28/08/1992 3:31;980600;81716;65;VERDADERO;410;FALSO
429;30/11/2002 2:18;765100;63758;46;VERDADERO;300;VERDADERO
430;16/11/1990 14:47;792900;66075;88;VERDADERO;460;VERDADERO
431;01/06/2006 3:11;940000;78333;42;FALSO;450;VERDADERO
432;19/05/2005 23:19;279400;23283;62;FALSO;70;VERDADERO
433;26/02/1994 7:26;186200;15516;96;FALSO;40;FALSO
434;24/01/1999 9:12;169800;14150;50;VERDADERO;150;FALSO
435;29/11/2007 16:10;831400;69283;60;FALSO;40;VERDADERO
436;25/08/1998 3:12;806300;67191;89;FALSO;100;FALSO
437;18/08/1997 11:51;256100;21341;82;FALSO;360;FALSO
438;11/03/2009 2:52;194700;16225;79;VERDADERO;110;FALSO
439;04/04/2007 9:05;882500;73541;61;VERDADERO;390;FALSO
440;09/08/1999 20:57;503900;41991;29;VERDADERO;380;FALSO
441;02/07/1996 3:15;816900;68075;30;VERDADERO;310;FALSO
442;19/02/1991 13:08;697600;58133;42;VERDADERO;240;FALSO
443;11/01/1994 0:16;463700;38641;47;VERDADERO;410;FALSO
444;03/01/2009 12:50;388300;32358;63;VERDADERO;110;VERDADERO
445;28/01/2007 17:44;326300;27191;49;VERDADERO;420;VERDADERO
446;23/12/1993 23:08;274700;22891;69;VERDADERO;250;VERDADERO
447;14/11/2003 0:05;789600;65800;55;FALSO;40;VERDADERO
448;21/07/1998 23:38;152000;12666;84;VERDADERO;320;VERDADERO
449;05/06/1993 22:05;337700;28141;57;VERDADERO;50;VERDADERO
450;14/12/1998 4:44;308800;25733;43;FALSO;10;FALSO
451;21/09/1994 12:27;963500;80291;60;FALSO;120;FALSO
452;31/01/2008 8:45;424600;35383;84;VERDADERO;290;VERDADERO
453;12/07/2006 16:10;687600;57300;10;VERDADERO;20;FALSO
454;01/08/2001 15:18;911900;75991;56;FALSO;260;FALSO
455;10/07/1996 13:10;753900;62825;48;VERDADERO;340;FALSO
456;23/12/1993 7:21;766900;63908;50;VERDADERO;280;FALSO
457;26/03/2008 12:08;892400;74366;63;VERDADERO;240;VERDADERO
458;04/06/2005 2:00;801700;66808;69;FALSO;360;FALSO
459;22/02/2001 3:46;404800;33733;50;VERDADERO;210;VERDADERO
460;03/05/2011 10:16;944300;78691;73;FALSO;170;VERDADERO
461;25/06/2011 4:03;995800;82983;11;FALSO;20;FALSO
462;20/06/2004 2:38;265700;22141;29;VERDADERO;290;VERDADERO
463;03/10/2001 6:09;841700;70141;67;FALSO;260;VERDADERO
464;11/04/2010 20:07;806000;67166;76;VERDADERO;230;VERDADERO
465;06/02/2000 1:05;561000;46750;80;VERDADERO;380;FALSO
466;25/09/2004 13:49;654600;54550;94;FALSO;320;VERDADERO
467;26/08/1993 17:46;782500;65208;73;VERDADERO;90;VERDADERO
468;26/01/2001 1:12;266500;22208;73;FALSO;350;VERDADERO
469;22/05/1995 15:13;290100;24175;29;VERDADERO;420;VERDADERO
470;05/10/1992 10:32;861000;71750;94;FALSO;290;VERDADERO
471;16/06/1999 5:59;680300;56691;10;VERDADERO;80;VERDADERO
472;15/08/1992 21:04;386500;32208;47;FALSO;280;FALSO
473;05/07/1991 12:28;566900;47241;25;VERDADERO;130;VERDADERO
474;02/06/2001 6:28;946200;78850;60;FALSO;320;FALSO
475;26/04/1991 10:22;637400;53116;24;VERDADERO;410;VERDADERO
476;06/11/2010 1:47;136500;11375;16;VERDADERO;20;VERDADERO
477;05/03/1994 0:11;658000;54833;41;VERDADERO;50;VERDADERO
478;01/03/2000 6:40;359300;29941;25;VERDADERO;150;FALSO
479;18/03/1991 15:09;665300;55441;17;FALSO;360;VERDADERO
480;11/01/2002 17:24;794000;66166;91;FALSO;460;VERDADERO
481;16/02/2010 18:22;770100;64175;83;VERDADERO;290;FALSO
482;01/05/2005 7:35;205900;17158;96;VERDADERO;250;VERDADERO
483;28/11/2007 4:36;599300;49941;32;FALSO;490;VERDADERO
484;09/01/2005 10:45;263800;21983;29;VERDADERO;250;FALSO
485;12/06/2007 18:52;684200;57016;11;FALSO;230;VERDADERO
486;15/01/1993 15:06;372500;31041;45;FALSO;300;FALSO
487;11/07/1995 4:11;925300;77108;98;FALSO;320;FALSO
488;29/08/2000 21:15;291700;24308;26;VERDADERO;80;VERDADERO
489;26/05/1993 22:59;489100;40758;84;VERDADERO;340;FALSO
490;03/12/1992 1:21;213400;17783;95;VERDADERO;340;FALSO
491;18/03/1992 7:19;763600;63633;70;FALSO;230;VERDADERO
492;10/07/1996 4:23;312100;26008;84;FALSO;160;VERDADERO
493;04/11/2008 16:40;905500;75458;22;FALSO;310;VERDADERO
494;04/02/2000 7:36;323500;26958;58;VERDADERO;320;FALSO
495;17/01/2005 10:34;315200;26266;11;VERDADERO;80;VERDADERO
496;20/06/2008 20:08;890000;74166;56;VERDADERO;190;FALSO
497;01/02/2001 4:15;384000;32000;94;VERDADERO;170;FALSO
498;14/04/2003 3:51;941200;78433;22;FALSO;400;FALSO
499;06/09/2008 1:18;587600;48966;95;FALSO;60;VERDADERO
500;10/01/2010 19:47;743900;61991;22;VERDADERO;20;FALSO
501;25/12/2000 10:38;280800;23400;43;VERDADERO;260;FALSO
502;02/03/2011 3:32;282500;23541;25;VERDADERO;20;VERDADERO
503;26/07/1992 23:00;973600;81133;43;FALSO;180;VERDADERO
504;07/09/2010 8:58;330600;27550;14;FALSO;210;FALSO
505;16/01/1992 19:09;852300;71025;61;VERDADERO;170;VERDADERO
506;17/04/2005 9:38;373500;31125;97;FALSO;320;FALSO
507;28/05/2000 14:02;848700;70725;97;VERDADERO;80;FALSO
508;23/12/1991 14:12;131300;10941;22;VERDADERO;460;VERDADERO
509;20/09/1990 17:10;628800;52400;22;FALSO;250;FALSO
510;17/01/2004 19:42;380200;31683;94;VERDADERO;40;FALSO
511;02/08/2006 4:39;365600;30466;64;VERDADERO;150;FALSO
512;07/07/2009 10:21;823500;68625;42;FALSO;100;VERDADERO
513;24/03/2000 10:21;567500;47291;83;FALSO;210;VERDADERO
514;26/06/1993 20:38;154700;12891;18;FALSO;210;FALSO
515;30/03/1992 4:03;431800;35983;73;VERDADERO;410;VERDADERO
516;07/10/1997 14:07;147900;12325;55;FALSO;470;FALSO
517;25/09/1994 22:21;164400;13700;80;VERDADERO;160;VERDADERO
518;06/06/2003 23:51;850600;70883;62;FALSO;420;FALSO
519;31/07/2009 8:04;540900;45075;91;VERDADERO;350;FALSO
520;10/06/1991 11:14;905600;75466;37;FALSO;140;VERDADERO
521;22/07/2007 21:30;375900;31325;28;FALSO;230;FALSO
522;01/12/2001 6:20;697800;58150;22;VERDADERO;80;VERDADERO
523;19/08/2008 18:32;393700;32808;95;VERDADERO;200;VERDADERO
524;21/03/2005 11:47;934000;77833;17;VERDADERO;90;FALSO
525;09/09/2008 15:49;778700;64891;31;VERDADERO;380;VERDADERO
526;10/06/1999 20:48;105900;8825;13;VERDADERO;220;FALSO
527;01/07/1995 17:00;291000;24250;32;VERDADERO;120;VERDADERO
528;04/07/1998 12:26;872300;72691;68;VERDADERO;440;FALSO
529;06/05/1993 11:49;285200;23766;33;FALSO;20;FALSO
530;27/02/2002 16:45;246300;20525;24;FALSO;430;VERDADERO
531;13/06/1999 20:20;912700;76058;32;VERDADERO;140;FALSO
532;19/01/1992 21:34;332300;27691;92;FALSO;340;FALSO
533;29/01/2001 22:28;261000;21750;70;FALSO;400;FALSO
534;11/08/2007 5:30;515900;42991;21;FALSO;480;FALSO
535;26/12/2011 0:15;847500;70625;60;FALSO;190;VERDADERO
536;24/08/1998 22:40;451600;37633;43;FALSO;330;VERDADERO
537;14/02/1994 17:34;633500;52791;62;VERDADERO;170;FALSO
538;09/10/1990 22:58;537500;44791;25;VERDADERO;270;FALSO
539;12/05/1993 22:17;110000;9166;13;FALSO;100;VERDADERO
540;02/07/1994 10:14;166400;13866;51;FALSO;340;FALSO
541;13/06/2010 14:06;897400;74783;91;FALSO;190;VERDADERO
542;12/01/2000 3:24;157200;13100;49;FALSO;270;VERDADERO
543;31/01/1990 12:19;269700;22475;24;VERDADERO;370;FALSO
544;23/12/2004 22:49;401600;33466;44;FALSO;310;VERDADERO
545;29/10/2011 21:34;349700;29141;90;VERDADERO;200;FALSO
546;31/03/2011 11:31;671300;55941;83;VERDADERO;190;FALSO
547;29/08/2005 18:47;544700;45391;92;FALSO;20;FALSO
548;26/06/1990 9:45;591300;49275;97;VERDADERO;330;FALSO
549;17/02/1993 21:41;640000;53333;66;FALSO;140;VERDADERO
550;09/06/1991 12:06;666800;55566;47;VERDADERO;440;VERDADERO
551;06/10/1998 15:14;498400;41533;20;FALSO;330;VERDADERO
552;30/12/2009 7:15;835000;69583;92;VERDADERO;30;VERDADERO
553;28/09/2006 19:31;830900;69241;53;FALSO;130;FALSO
554;13/03/1995 17:30;683900;56991;66;FALSO;340;FALSO
555;25/02/2003 15:36;918400;76533;54;FALSO;290;VERDADERO
556;29/07/1991 7:07;988800;82400;90;FALSO;170;VERDADERO
557;16/09/1995 10:20;630500;52541;69;FALSO;460;FALSO
558;14/03/2004 15:01;159700;13308;57;FALSO;100;FALSO
559;04/07/1991 19:40;646100;53841;14;VERDADERO;30;FALSO
560;10/06/1993 0:40;901000;75083;22;FALSO;90;VERDADERO
561;21/06/1993 22:53;537300;44775;31;FALSO;100;VERDADERO
562;12/05/1990 14:23;620600;51716;39;VERDADERO;160;FALSO
563;15/02/2002 14:09;592000;49333;38;VERDADERO;20;FALSO
564;26/02/1998 22:03;248100;20675;47;FALSO;380;VERDADERO
565;04/04/1992 1:25;752300;62691;93;VERDADERO;260;VERDADERO
566;07/06/1994 14:24;593200;49433;21;VERDADERO;190;FALSO
567;09/09/2000 5:46;918800;76566;69;VERDADERO;90;VERDADERO
568;14/02/1999 1:27;310600;25883;76;FALSO;10;FALSO
569;23/01/2005 23:20;330600;27550;24;VERDADERO;420;VERDADERO
570;11/02/1998 15:32;330100;27508;84;FALSO;30;FALSO
571;28/02/2006 20:22;771400;64283;88;FALSO;30;VERDADERO
572;05/05/2007 12:13;389600;32466;43;VERDADERO;120;FALSO
573;03/04/2007 10:10;540800;45066;67;FALSO;370;VERDADERO
574;12/06/2003 21:50;671600;55966;32;FALSO;20;FALSO
575;20/03/2002 3:40;293400;24450;78;VERDADERO;270;VERDADERO
576;17/04/1992 3:59;431800;35983;11;FALSO;200;VERDADERO
577;13/10/2004 23:05;473500;39458;30;VERDADERO;470;VERDADERO
578;10/02/2002 17:15;322900;26908;34;VERDADERO;250;VERDADERO
579;13/02/1994 0:29;842600;70216;16;VERDADERO;450;FALSO
580;06/12/1999 4:56;776600;64716;88;FALSO;440;FALSO
581;14/10/2001 11:02;801000;66750;59;VERDADERO;220;FALSO
582;15/04/1992 12:40;342000;28500;46;FALSO;460;VERDADERO
583;30/08/1998 12:59;250700;20891;97;VERDADERO;320;FALSO
584;03/05/1992 3:15;670400;55866;62;VERDADERO;30;VERDADERO
585;04/01/1991 12:44;890600;74216;15;FALSO;110;VERDADERO
586;15/12/1990 0:24;701900;58491;35;VERDADERO;60;VERDADERO
587;20/07/2009 2:39;954700;79558;96;FALSO;100;VERDADERO
588;09/03/2006 22:38;527500;43958;86;FALSO;450;VERDADERO
589;09/01/1996 12:23;110000;9166;74;FALSO;220;FALSO
590;13/02/2002 21:00;396200;33016;45;VERDADERO;420;FALSO
591;02/08/2012 16:18;197700;16475;79;FALSO;250;VERDADERO
592;10/04/2005 23:40;329700;27475;68;FALSO;70;FALSO
593;31/08/2006 4:14;178300;14858;94;FALSO;340;FALSO
594;28/05/2009 18:37;804700;67058;20;FALSO;30;VERDADERO
595;17/06/1999 2:01;714200;59516;83;FALSO;330;VERDADERO
596;13/07/2011 0:16;701100;58425;76;FALSO;460;VERDADERO
597;25/12/1990 12:22;671600;55966;69;VERDADERO;400;FALSO
598;17/11/1994 14:08;140200;11683;42;VERDADERO;30;FALSO
599;11/04/1993 0:48;321800;26816;56;VERDADERO;490;FALSO
600;04/01/2005 2:59;522300;43525;46;VERDADERO;160;FALSO
601;24/11/2006 10:30;298100;24841;62;VERDADERO;170;VERDADERO
602;11/01/2005 18:35;978000;81500;72;VERDADERO;350;VERDADERO
603;21/11/2005 11:42;438400;36533;17;FALSO;330;FALSO
604;21/11/1993 11:52;472400;39366;95;FALSO;20;FALSO
605;22/10/2001 17:28;179900;14991;87;VERDADERO;40;VERDADERO
606;31/01/1998 3:39;327000;27250;91;FALSO;320;VERDADERO
607;08/12/2009 11:43;483900;40325;92;FALSO;140;VERDADERO
608;19/10/1993 2:40;853300;71108;51;FALSO;370;VERDADERO
609;30/09/2011 8:08;375200;31266;28;VERDADERO;450;FALSO
610;18/06/2011 20:55;377800;31483;29;VERDADERO;210;FALSO
611;18/01/1992 2:01;706600;58883;43;VERDADERO;150;FALSO
612;24/12/1998 9:37;140400;11700;66;VERDADERO;70;FALSO
613;09/09/1991 6:27;943100;78591;50;VERDADERO;270;FALSO
614;29/08/2000 19:15;738400;61533;27;FALSO;450;FALSO
615;12/02/2012 10:47;874400;72866;92;FALSO;480;VERDADERO
616;04/10/1997 8:19;967000;80583;12;FALSO;380;FALSO
617;18/09/2005 15:50;917000;76416;92;FALSO;390;VERDADERO
618;11/12/1993 3:25;627300;52275;76;FALSO;130;VERDADERO
619;01/06/2000 17:52;557300;46441;64;VERDADERO;440;FALSO
620;20/08/2007 13:32;540200;45016;48;VERDADERO;220;FALSO
621;21/04/1993 5:21;957400;79783;76;FALSO;180;FALSO
622;02/04/1990 14:37;822700;68558;93;VERDADERO;150;FALSO
623;27/02/1999 9:37;810300;67525;30;FALSO;440;VERDADERO
624;02/09/1996 9:33;863700;71975;30;FALSO;240;VERDADERO
625;27/10/2011 18:33;310500;25875;27;VERDADERO;300;VERDADERO
626;23/10/2001 12:21;185400;15450;54;FALSO;330;VERDADERO
627;11/09/2008 8:44;879000;73250;35;VERDADERO;140;VERDADERO
628;28/01/1990 23:17;392400;32700;56;FALSO;180;FALSO
629;05/11/1993 0:42;960900;80075;94;VERDADERO;310;VERDADERO
630;22/03/1999 22:28;532700;44391;58;VERDADERO;50;FALSO
631;31/01/2004 14:18;912300;76025;51;FALSO;30;FALSO
632;01/06/2000 7:54;505000;42083;97;FALSO;490;FALSO
633;12/10/2009 5:53;946900;78908;80;FALSO;80;VERDADERO
634;15/07/2011 8:10;237700;19808;95;VERDADERO;80;VERDADERO
635;15/04/2000 12:01;384800;32066;61;VERDADERO;420;FALSO
636;03/08/1998 7:24;464600;38716;17;FALSO;490;VERDADERO
637;21/11/2004 1:50;795900;66325;94;FALSO;180;FALSO
638;20/04/1995 18:21;740400;61700;81;FALSO;380;VERDADERO
639;08/01/1992 20:53;992800;82733;25;VERDADERO;210;VERDADERO
640;15/02/2011 10:39;496200;41350;33;VERDADERO;350;VERDADERO
641;06/01/1999 0:23;274700;22891;85;FALSO;320;FALSO
642;03/11/2004 11:57;519200;43266;20;VERDADERO;290;FALSO
643;01/04/2000 10:33;327000;27250;14;VERDADERO;20;VERDADERO
644;13/03/2012 15:50;154700;12891;37;VERDADERO;420;FALSO
645;23/08/2008 23:14;553700;46141;98;FALSO;310;FALSO
646;15/11/2004 21:08;581900;48491;20;FALSO;340;FALSO
647;25/09/1991 23:24;246100;20508;44;FALSO;210;VERDADERO
648;03/08/1994 10:05;703700;58641;41;FALSO;460;VERDADERO
649;21/09/2004 20:07;730000;60833;83;FALSO;340;FALSO
650;01/09/1994 4:15;225500;18791;83;FALSO;270;VERDADERO
651;03/04/2008 23:11;120000;10000;50;FALSO;60;VERDADERO
652;19/12/1998 15:33;122000;10166;88;VERDADERO;40;FALSO
653;27/10/2003 17:26;564100;47008;67;VERDADERO;330;VERDADERO
654;22/06/2004 11:01;493700;41141;88;FALSO;480;FALSO
655;26/04/2004 9:03;584600;48716;36;VERDADERO;250;VERDADERO
656;14/03/1993 10:06;153800;12816;48;VERDADERO;130;VERDADERO
657;17/06/2006 15:36;918300;76525;82;VERDADERO;280;FALSO
658;21/06/1999 18:22;795700;66308;59;VERDADERO;60;VERDADERO
659;12/07/2002 2:49;119800;9983;61;VERDADERO;350;VERDADERO
660;05/03/1999 22:40;175300;14608;62;FALSO;180;FALSO
661;27/05/1993 18:07;356300;29691;10;VERDADERO;320;VERDADERO
662;19/12/2001 15:01;359600;29966;12;FALSO;140;VERDADERO
663;04/08/2007 3:30;705300;58775;98;FALSO;410;VERDADERO
664;04/02/2010 5:54;444200;37016;34;VERDADERO;490;FALSO
665;27/03/1990 10:28;454000;37833;95;FALSO;430;FALSO
666;27/12/1990 23:19;968200;80683;39;VERDADERO;450;VERDADERO
667;22/08/2004 16:48;640000;53333;80;VERDADERO;290;FALSO
668;03/06/2010 20:24;674300;56191;37;VERDADERO;400;VERDADERO
669;03/12/2003 7:57;280900;23408;87;FALSO;270;FALSO
670;01/12/2009 15:17;578700;48225;49;VERDADERO;440;FALSO
671;19/07/2009 17:16;901300;75108;22;FALSO;360;VERDADERO
672;08/09/2005 17:54;534500;44541;42;FALSO;470;FALSO
673;22/10/2011 4:44;419000;34916;96;VERDADERO;470;FALSO
674;30/01/2000 8:39;320500;26708;79;VERDADERO;390;FALSO
675;22/03/2008 20:50;625000;52083;97;VERDADERO;370;VERDADERO
676;02/12/1998 1:39;427900;35658;28;FALSO;20;FALSO
677;19/10/2001 3:12;803500;66958;70;FALSO;490;VERDADERO
678;07/02/1993 14:51;141200;11766;66;VERDADERO;270;FALSO
679;19/12/1992 21:42;848200;70683;73;FALSO;460;FALSO
680;11/03/1990 9:32;910100;75841;35;FALSO;200;VERDADERO
681;20/01/2008 9:41;698000;58166;93;FALSO;210;VERDADERO
682;01/06/2008 2:49;104400;8700;32;FALSO;80;VERDADERO
683;02/02/1991 20:09;889400;74116;93;VERDADERO;150;FALSO
684;18/07/1992 21:33;892300;74358;77;VERDADERO;310;FALSO
685;10/03/1994 10:18;437800;36483;16;FALSO;210;VERDADERO
686;08/02/1998 0:22;426000;35500;56;FALSO;430;VERDADERO
687;19/11/1990 11:30;295400;24616;62;VERDADERO;140;FALSO
688;16/06/1997 23:28;549700;45808;36;FALSO;160;VERDADERO
689;09/04/1994 11:59;644400;53700;84;FALSO;190;VERDADERO
690;28/07/2007 10:58;595300;49608;68;VERDADERO;270;VERDADERO
691;18/12/1993 6:19;135100;11258;83;FALSO;310;VERDADERO
692;20/07/2009 3:10;498800;41566;22;FALSO;270;FALSO
693;07/12/1997 14:45;704900;58741;41;VERDADERO;360;FALSO
694;15/05/2002 19:17;359800;29983;93;VERDADERO;300;VERDADERO
695;09/06/2012 15:35;493300;41108;10;FALSO;470;FALSO
696;15/11/1993 13:41;813900;67825;88;FALSO;190;FALSO
697;27/03/1990 13:24;606800;50566;23;VERDADERO;410;VERDADERO
698;19/09/2011 15:53;890400;74200;66;VERDADERO;200;FALSO
699;28/12/2009 5:51;209300;17441;76;FALSO;370;VERDADERO
700;25/06/2010 2:48;658400;54866;93;VERDADERO;260;VERDADERO
701;19/10/2006 8:12;427700;35641;84;VERDADERO;30;VERDADERO
702;26/09/2000 19:49;440900;36741;71;VERDADERO;330;FALSO
703;02/01/2007 10:34;805300;67108;27;VERDADERO;460;FALSO
704;30/03/2006 0:35;678200;56516;83;VERDADERO;290;FALSO
705;10/07/2011 7:18;489300;40775;92;FALSO;340;FALSO
706;08/03/1997 16:07;401500;33458;84;VERDADERO;60;FALSO
707;09/02/1991 16:07;183300;15275;52;VERDADERO;190;VERDADERO
708;08/05/2006 18:10;149200;12433;45;VERDADERO;200;VERDADERO
709;17/12/2009 1:07;929400;77450;72;FALSO;50;VERDADERO
710;31/01/1997 13:55;980100;81675;50;FALSO;320;FALSO
711;19/06/2011 15:07;147300;12275;51;FALSO;130;VERDADERO
712;28/02/2012 12:26;785800;65483;50;FALSO;290;VERDADERO
713;07/01/1991 15:38;596300;49691;64;VERDADERO;240;VERDADERO
714;27/09/2004 15:35;537500;44791;10;VERDADERO;350;FALSO
715;03/09/1992 0:01;994500;82875;33;VERDADERO;90;FALSO
716;18/10/1994 18:35;835900;69658;71;FALSO;440;FALSO
717;04/06/2003 22:35;680100;56675;57;FALSO;480;FALSO
718;19/03/2005 11:00;783600;65300;45;FALSO;260;FALSO
719;27/09/1993 9:50;197800;16483;26;FALSO;90;FALSO
720;19/02/1991 17:09;235000;19583;43;FALSO;20;VERDADERO
721;03/01/2010 17:46;259300;21608;76;FALSO;180;FALSO
722;08/07/1997 15:57;521000;43416;63;VERDADERO;400;VERDADERO
723;28/05/1997 17:34;711000;59250;87;VERDADERO;250;FALSO
724;18/02/2003 16:15;138100;11508;45;FALSO;310;VERDADERO
725;10/05/2007 16:32;988000;82333;58;FALSO;390;VERDADERO
726;04/08/2006 11:40;697200;58100;76;VERDADERO;300;FALSO
727;15/09/1999 10:45;654300;54525;75;VERDADERO;270;VERDADERO
728;19/01/1994 18:31;109300;9108;46;VERDADERO;120;VERDADERO
729;02/03/2002 9:04;890400;74200;99;FALSO;390;VERDADERO
730;22/12/1996 10:52;931600;77633;22;FALSO;10;VERDADERO
731;01/08/1993 18:43;238500;19875;36;VERDADERO;30;FALSO
732;04/04/2011 8:08;669300;55775;90;VERDADERO;90;FALSO
733;04/10/2006 1:59;180400;15033;91;FALSO;230;FALSO
734;26/06/2009 11:43;896000;74666;47;VERDADERO;400;VERDADERO
735;29/01/2007 21:36;900300;75025;59;VERDADERO;50;VERDADERO
736;03/08/2003 14:57;478700;39891;13;VERDADERO;370;VERDADERO
737;23/12/2003 5:42;945200;78766;94;VERDADERO;400;FALSO
738;07/11/2001 7:51;286800;23900;38;VERDADERO;320;VERDADERO
739;17/02/2000 23:14;279300;23275;42;VERDADERO;220;FALSO
740;01/08/2011 2:21;642100;53508;52;VERDADERO;270;VERDADERO
741;08/03/1997 7:30;548400;45700;51;FALSO;460;VERDADERO
742;13/07/1996 22:46;199300;16608;77;FALSO;270;FALSO
743;28/11/2008 22:17;964500;80375;73;FALSO;10;VERDADERO
744;26/11/2001 23:40;150000;12500;63;FALSO;130;VERDADERO
745;25/08/1993 6:44;514500;42875;91;VERDADERO;220;FALSO
746;19/04/2012 13:21;701000;58416;13;VERDADERO;430;FALSO
747;26/07/1992 18:53;595500;49625;31;VERDADERO;30;VERDADERO
748;29/09/2002 19:05;925800;77150;57;FALSO;130;VERDADERO
749;11/11/2003 3:04;641300;53441;95;FALSO;210;FALSO
750;17/10/1999 18:50;973900;81158;13;VERDADERO;160;VERDADERO
751;30/07/2001 3:44;460000;38333;44;FALSO;110;FALSO
752;08/09/2001 20:25;410200;34183;43;VERDADERO;420;FALSO
753;26/10/2002 19:23;607700;50641;92;FALSO;80;FALSO
754;28/08/1998 15:37;316400;26366;16;VERDADERO;170;VERDADERO
755;07/03/1996 10:17;593800;49483;45;FALSO;260;VERDADERO
756;14/06/2002 3:53;284600;23716;14;FALSO;230;VERDADERO
757;02/05/1999 14:35;930300;77525;19;FALSO;210;VERDADERO
758;20/05/2004 12:58;841700;70141;16;FALSO;490;VERDADERO
759;15/06/2005 10:18;418200;34850;52;VERDADERO;130;FALSO
760;07/05/1996 11:41;424700;35391;66;FALSO;40;FALSO
761;09/04/2005 1:29;763700;63641;17;VERDADERO;150;VERDADERO
762;26/02/2001 14:33;825600;68800;73;VERDADERO;490;FALSO
763;19/01/1992 3:39;962400;80200;64;VERDADERO;60;VERDADERO
764;14/08/2004 1:17;763800;63650;71;VERDADERO;350;FALSO
765;03/01/2003 0:00;137400;11450;97;FALSO;70;FALSO
766;02/01/1991 7:14;676700;56391;84;VERDADERO;270;FALSO
767;15/02/1992 19:36;664300;55358;64;VERDADERO;110;VERDADERO
768;09/09/2011 17:38;843700;70308;21;VERDADERO;10;FALSO
769;30/06/2004 3:27;424400;35366;66;FALSO;80;FALSO
770;02/02/2006 8:16;813200;67766;32;VERDADERO;210;VERDADERO
771;13/05/2006 22:57;481500;40125;31;VERDADERO;380;FALSO
772;26/09/2007 11:32;557300;46441;21;FALSO;270;FALSO
773;02/04/1992 10:06;421400;35116;52;VERDADERO;200;VERDADERO
774;20/03/2008 0:41;953400;79450;75;FALSO;420;VERDADERO
775;13/03/1995 12:42;976300;81358;39;VERDADERO;440;VERDADERO
776;08/01/1995 3:14;534300;44525;38;FALSO;300;VERDADERO
777;01/12/2008 16:33;999000;83250;38;FALSO;380;VERDADERO
778;04/03/1995 22:06;485400;40450;20;VERDADERO;190;FALSO
779;14/02/2002 22:11;203900;16991;97;FALSO;270;VERDADERO
780;27/04/2001 5:59;918300;76525;16;FALSO;280;VERDADERO
781;29/02/2012 4:48;958200;79850;12;VERDADERO;240;FALSO
782;05/04/1992 8:54;250200;20850;84;FALSO;310;VERDADERO
783;15/10/1992 11:18;687100;57258;44;VERDADERO;170;VERDADERO
784;19/10/1996 6:27;572200;47683;95;VERDADERO;20;FALSO
785;11/10/2008 8:47;519400;43283;79;FALSO;240;FALSO
786;01/11/1998 7:27;743900;61991;15;VERDADERO;450;VERDADERO
787;28/06/1996 21:49;330800;27566;38;FALSO;80;VERDADERO
788;31/07/1993 2:17;225000;18750;52;VERDADERO;20;VERDADERO
789;21/05/2010 3:57;967300;80608;94;VERDADERO;180;FALSO
790;10/09/2006 4:51;450000;37500;86;VERDADERO;170;VERDADERO
791;10/06/2010 13:36;358000;29833;75;FALSO;110;FALSO
792;15/09/2001 15:01;606300;50525;24;FALSO;10;FALSO
793;24/09/1992 4:23;402200;33516;17;FALSO;320;FALSO
794;17/08/2006 1:43;896600;74716;68;FALSO;470;VERDADERO
795;12/09/2010 8:39;985100;82091;99;VERDADERO;370;VERDADERO
796;29/03/2006 16:32;348400;29033;22;FALSO;210;VERDADERO
797;07/05/1992 12:31;172200;14350;15;FALSO;490;FALSO
